cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
A,B,B,B,A,A,A,A,B,A,B,B,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,B,C,C,B,B,B,A,A,B,A,A,D,D,D,E,C,A,P,L,J,A,A,F,H,H,F,B,BI,CS,E,E,AE,A,K,GS,0.503312,0.488789,0.792378,0.309621,0.61906,0.337155,0.340247,0.26847,0.41471,0.44467,0.644013,0.630853,0.318646,0.803211,6837.49
A,B,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,D,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,L,M,A,A,E,E,J,L,K,BI,AI,A,AN,Y,A,P,DF,0.283689,0.555782,0.484196,0.753703,0.577339,0.388756,0.400925,0.819,0.32311,0.36458,0.284869,0.279884,0.660756,0.28578,7590.37
A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,D,B,D,B,D,B,A,C,B,B,D,A,A,B,B,H,D,D,D,E,E,A,P,F,R,A,B,D,F,J,G,B,BI,DM,C,N,AF,A,K,CK,0.325401,0.827585,0.777587,0.222469,0.456483,0.22702,0.310578,0.25461,0.38249,0.35434,0.26014,0.26476,0.298734,0.602037,7891.29
A,B,B,A,A,A,B,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,A,B,B,A,B,C,B,B,D,A,C,C,A,A,C,D,D,E,C,A,P,A,D,A,A,G,G,G,F,B,BI,EG,A,E,BG,A,K,HQ,0.487367,0.620805,0.54977,0.24439,0.517162,0.448787,0.385151,0.31796,0.5063,0.37493,0.651133,0.637935,0.330336,0.82628,7612.23
A,B,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,K,D,A,B,K,H,F,F,B,BI,CJ,C,AP,M,U,J,MD,0.585115,0.681761,0.336963,0.670373,0.585792,0.613868,0.75315,0.45883,0.66201,0.58257,0.880469,0.871011,0.354344,0.357368,6470.56
A,B,B,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,A,B,D,A,A,C,B,B,D,A,A,B,A,A,C,D,D,E,C,A,P,L,Q,A,A,E,E,H,F,B,BI,EB,A,AH,AE,A,K,DJ,0.480125,0.422197,0.484196,0.373816,0.288217,0.317735,0.338809,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.237854,6778.16
B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,D,B,D,A,A,B,H,D,C,C,E,A,C,T,F,A,A,D,K,G,F,H,G,BI,CS,A,S,L,C,O,LM,0.8464,0.555782,0.336963,0.705434,0.281143,0.77265,0.43428,0.96024,0.86299,0.8351,0.832976,0.832658,0.810511,0.676736,7370.1
A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,B,D,B,B,B,A,C,B,B,C,A,B,A,B,H,D,D,D,E,E,A,P,F,A,A,H,D,E,J,G,B,BI,CS,A,AF,AE,A,K,CK,0.312802,0.737068,0.711159,0.412789,0.718531,0.220686,0.289239,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.214595,6951.62
A,B,A,B,B,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,D,C,A,A,A,B,H,C,C,C,E,A,D,T,F,O,A,D,I,E,E,J,K,BI,CI,C,AH,BM,A,P,LB,0.680388,0.245921,0.201309,0.493605,0.800402,0.863317,0.70898,0.69334,0.62542,0.76852,0.6075,0.612906,0.814573,0.233142,8245.51
A,B,A,B,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,G,F,A,B,G,H,H,F,B,BI,CO,C,E,AS,A,K,HV,0.540916,0.681761,0.634224,0.493605,0.372405,0.372125,0.391598,0.48864,0.45391,0.48889,0.718299,0.705111,0.339244,0.827371,6962.5
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,C,C,C,B,A,B,B,C,A,A,A,G,H,D,D,D,E,C,A,P,G,A,A,A,E,E,H,F,B,BI,CS,A,AY,BM,A,K,DJ,0.475784,0.681761,0.462347,0.534409,0.78323,0.3735,0.359439,0.36083,0.44352,0.45017,0.291268,0.295524,0.333292,0.558683,7797.92
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,C,C,E,A,C,T,F,A,A,A,K,G,G,J,G,BI,CS,A,AH,L,R,O,LM,0.702649,0.620805,0.336963,0.705434,0.281143,0.760873,0.397138,0.96114,0.64296,0.8351,0.832976,0.832658,0.81255,0.251406,7534.91
A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,B,A,A,D,D,C,E,A,D,T,G,C,A,A,G,F,E,I,K,BI,CS,A,AI,AD,A,N,HQ,0.644094,0.681761,0.745801,0.761209,0.388783,0.808048,0.69494,0.94145,0.64103,0.80218,0.74582,0.753252,0.717751,0.34793,8137.75
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,D,C,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,N,A,A,C,F,H,F,E,B,BI,BT,A,AF,A,J,I,HB,0.523592,0.245921,0.762059,0.208655,0.405415,0.430824,0.575331,0.26847,0.41879,0.39599,0.678924,0.665644,0.226765,0.230353,6947.57
A,B,B,B,B,A,A,A,B,B,B,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,B,B,B,C,B,B,B,A,A,B,B,H,D,D,D,E,E,A,P,F,O,A,B,D,E,J,H,B,BI,EG,C,AV,BM,A,L,CK,0.330514,0.737068,0.61366,0.473202,0.908217,0.240069,0.283691,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.303913,7234.57
A,B,A,A,B,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,H,O,A,B,H,E,H,M,K,BI,CO,A,J,AJ,A,P,HX,0.266349,0.681761,0.215772,0.432728,0.551723,0.607717,0.461978,0.41182,0.58325,0.57172,0.461077,0.450922,0.741414,0.396839,7668.3
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,A,B,B,C,A,A,A,G,H,D,B,D,E,E,A,P,G,A,A,E,D,E,K,H,B,AB,EG,A,AS,BM,A,M,CK,0.325401,0.555782,0.54977,0.473202,0.758711,0.201125,0.259395,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.713466,8485.63
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,B,B,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,E,A,D,O,A,A,F,D,E,J,F,A,BI,CS,A,E,AE,A,J,CK,0.282512,0.555782,0.711159,0.412789,0.302678,0.211915,0.309522,0.29758,0.34365,0.30529,0.24541,0.241676,0.222124,0.806101,7197.8
A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,G,A,B,C,E,E,G,F,B,BI,EL,A,C,K,A,K,DJ,0.513457,0.620805,0.57136,0.594598,0.405415,0.416181,0.349614,0.62918,0.5063,0.37493,0.338312,0.338446,0.315758,0.770595,7636.72
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,D,B,D,C,C,B,B,C,B,B,C,A,A,A,A,A,D,D,D,E,C,A,P,N,A,A,A,F,G,H,F,B,BI,EB,M,U,X,A,J,GC,0.490265,0.620805,0.634224,0.83324,0.836443,0.351223,0.33572,0.68308,0.40455,0.47779,0.535044,0.523266,0.318646,0.297408,6630.47
A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,E,E,H,F,B,BI,EB,A,AN,AE,R,K,DJ,0.480125,0.422197,0.484196,0.373816,0.302678,0.317735,0.338809,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.283798,7585.98
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,D,E,E,A,P,G,A,A,B,D,E,K,H,B,AB,CO,A,AS,X,N,M,CR,0.284869,0.620805,0.592681,0.886774,0.560299,0.219274,0.269765,0.64027,0.31763,0.25604,0.223038,0.250169,0.360468,0.708643,8164.92
A,B,B,B,B,A,A,A,B,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,B,D,A,A,B,C,A,D,D,D,E,C,A,P,M,M,A,B,E,E,H,F,B,BI,CS,C,AN,BM,A,K,DJ,0.475784,0.681761,0.462347,0.534409,0.78323,0.3735,0.359439,0.36083,0.44352,0.45017,0.291268,0.295524,0.333292,0.283383,7011.4
A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,D,B,D,B,D,D,B,C,B,B,D,A,A,B,G,H,D,D,C,E,C,A,D,F,A,E,A,D,F,G,F,A,BI,BT,I,K,AF,A,I,CW,0.378225,0.785784,0.944251,0.275813,0.525831,0.38207,0.451203,0.33906,0.479,0.54433,0.4922,0.481306,0.246011,0.364414,7355.98
A,B,A,B,B,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,D,B,C,E,A,C,T,F,M,A,B,J,F,F,H,G,BI,EG,E,AH,L,A,O,LF,0.894333,0.299102,0.280933,0.713852,0.281143,0.808048,0.529656,0.76827,0.93383,0.7877,0.711942,0.714544,0.81255,0.245683,6556.92
A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,B,D,E,A,A,P,J,F,C,C,G,G,F,F,B,BI,CO,A,E,M,A,J,HK,0.585115,0.555782,0.57136,0.554673,0.594196,0.502705,0.480792,0.43518,0.66201,0.58257,0.644013,0.630853,0.354344,0.801477,8214.66
A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,G,I,A,A,F,F,I,J,K,BI,DX,A,C,BM,A,O,GS,0.40726,0.299102,0.61366,0.383428,0.805895,0.436312,0.453404,0.6984,0.39447,0.46119,0.4922,0.519456,0.605077,0.772596,6971.07
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,D,C,G,E,A,N,K,A,A,A,C,D,J,H,B,BI,CL,E,J,AE,I,L,BV,0.254071,0.785784,0.65431,0.383428,0.302678,0.240069,0.326539,0.42345,0.27393,0.2123,0.144492,0.14372,0.290422,0.381247,8475.06
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,O,A,A,A,F,H,H,F,B,BI,EB,E,J,AE,E,K,GS,0.480125,0.422197,0.745801,0.309621,0.61906,0.317735,0.338809,0.26847,0.41471,0.43919,0.6075,0.594646,0.315758,0.396707,7065.21
A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,D,B,D,A,A,A,A,D,D,C,E,E,C,T,K,A,B,A,E,E,I,I,G,BI,A,A,D,BM,J,N,DS,0.493164,0.737068,0.317666,0.442784,0.281143,0.36993,0.303856,0.56011,0.44559,0.47779,0.304315,0.298713,0.592264,0.693999,8411.97
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,D,B,B,B,D,B,D,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,I,A,A,A,J,F,F,G,G,BI,EG,M,AL,L,E,N,LF,0.907272,0.422197,0.317666,0.713852,0.281143,0.745575,0.464555,0.75964,0.93383,0.7877,0.711942,0.74464,0.751507,0.69512,7938.68
A,B,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,A,B,C,B,B,C,A,A,A,A,A,C,B,C,E,C,A,D,G,O,A,A,F,G,H,E,A,BI,BP,C,AD,BM,A,J,GS,0.50911,0.245921,0.61366,0.383428,0.68211,0.32337,0.37134,0.62358,0.35897,0.41743,0.430255,0.519456,0.26115,0.793518,6732.51
B,B,A,B,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,B,A,A,A,D,D,C,E,E,A,D,C,L,A,A,D,E,J,G,A,BI,CS,C,AV,AE,A,K,CK,0.290813,0.737068,0.711159,0.412789,0.422268,0.212308,0.325779,0.29758,0.34365,0.30529,0.24541,0.241676,0.258586,0.321134,6957.23
A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,A,B,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,L,F,A,A,G,F,F,J,E,BI,BT,C,N,A,A,N,HK,0.468558,0.488789,0.592681,0.229617,0.473767,0.711657,0.755984,0.30768,0.38249,0.72667,0.654669,0.641454,0.684242,0.603698,7729.39
A,B,A,B,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,C,A,D,B,C,E,G,C,T,B,G,A,C,L,F,E,G,G,BI,CS,G,S,L,A,P,JR,0.944971,0.555782,0.317666,0.284048,0.281143,0.916691,0.560558,0.97189,0.96909,0.8351,0.826362,0.891717,0.869135,0.678535,7702.69
A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,B,D,B,B,D,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,G,G,A,A,E,E,H,F,B,BQ,BS,A,AH,BM,A,K,DJ,0.475784,0.245921,0.440642,0.534409,0.78323,0.335056,0.362969,0.36083,0.39849,0.39599,0.291268,0.286079,0.339244,0.236721,6604.66
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,D,B,D,A,A,B,H,D,B,C,E,A,C,T,F,C,A,H,K,G,F,K,G,BU,DW,A,AH,S,A,P,MD,0.7263,0.422197,0.356819,0.83884,0.310061,0.796674,0.51705,0.60087,0.67135,0.8351,0.872013,0.879347,0.861364,0.247841,6751.79
A,B,A,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,C,A,D,D,E,E,C,A,S,G,I,A,A,E,E,I,I,I,BI,CL,E,AM,BJ,A,N,DP,0.461344,0.827585,0.506105,0.267727,0.937553,0.407919,0.470084,0.50658,0.41471,0.45017,0.341813,0.335036,0.533284,0.832954,7409.43
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,B,A,D,C,B,D,B,A,A,A,A,A,C,C,C,E,C,D,T,G,A,A,C,G,F,H,K,K,BI,DX,A,AF,BM,A,O,HG,0.410063,0.422197,0.54977,0.554673,0.805895,0.513874,0.493367,0.70342,0.39447,0.46119,0.569745,0.55738,0.660756,0.214672,6691.96
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,C,B,C,A,B,D,C,A,A,A,G,H,D,C,C,D,A,D,T,G,A,A,A,K,F,E,K,K,BI,CL,A,S,AD,A,P,LN,0.655966,0.555782,0.336963,0.738221,0.281143,0.894903,0.76938,0.819,0.58325,0.80569,0.843548,0.832658,0.866072,0.681816,6816.27
A,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,A,C,B,C,B,A,A,A,B,H,D,B,E,E,G,E,R,F,C,A,B,H,E,G,I,F,BI,BC,E,AL,S,A,M,HX,0.636078,0.488789,0.280933,0.761209,0.696981,0.627435,0.451447,0.5245,0.64873,0.79139,0.472726,0.500382,0.689974,0.695656,7213.08
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,A,B,A,B,A,B,A,A,A,A,A,C,B,C,E,C,A,J,H,A,A,A,K,K,F,D,H,BI,CL,E,AI,K,A,F,LY,0.34347,0.358319,0.356819,0.802892,0.281143,0.368834,0.85833,0.2732,0.34745,0.55533,0.895938,0.887214,0.116431,0.343616,6643.08
A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,D,B,B,B,B,B,B,C,B,D,B,A,A,A,B,A,D,D,C,E,C,D,T,O,A,C,A,K,H,F,J,K,BI,CO,O,AF,AJ,A,P,MD,0.458463,0.737068,0.397983,0.383428,0.340543,0.711416,0.670031,0.34987,0.44767,0.5,0.905688,0.897474,0.689974,0.211026,7381.61
