loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
20000.0, 60 months,17.86,506.35,D,D5,5 years,RENT,75000.0,Verified,debt_consolidation,6.26,665.0,669.0,2.0,0.0,12998.0,100.0,8.0,Current
10000.0, 36 months,11.49,329.72,B,B5,3 years,RENT,37500.0,Source Verified,debt_consolidation,17.5,680.0,684.0,6.0,0.0,7536.0,47.4,7.0,Fully Paid
28150.0, 60 months,18.2,717.9,E,E1,10+ years,RENT,64000.0,Source Verified,debt_consolidation,30.45,685.0,689.0,13.0,0.0,23989.0,69.9,14.0,Late (31-120 days)
3525.0, 36 months,12.05,117.17,C,C1,,RENT,15600.0,Verified,credit_card,25.47,700.0,704.0,18.0,0.0,3555.0,7.4,31.0,Charged Off
32000.0, 60 months,13.18,731.06,C,C3,10+ years,MORTGAGE,105650.0,Verified,debt_consolidation,28.85,705.0,709.0,15.0,0.0,54749.0,85.0,34.0,Current
9000.0, 36 months,9.99,290.37,B,B3,1 year,RENT,65000.0,Source Verified,debt_consolidation,6.76,670.0,674.0,10.0,0.0,20251.0,79.4,41.0,Fully Paid
18000.0, 60 months,11.49,395.78,B,B5,4 years,MORTGAGE,300000.0,Verified,debt_consolidation,9.67,670.0,674.0,9.0,0.0,83716.0,93.0,19.0,Current
2500.0, 36 months,12.59,83.75,C,C2,10+ years,MORTGAGE,75000.0,Not Verified,small_business,18.45,725.0,729.0,6.0,0.0,3285.0,26.6,18.0,Fully Paid
11525.0, 60 months,23.99,331.49,F,F3,9 years,MORTGAGE,40000.0,Source Verified,debt_consolidation,13.47,690.0,694.0,4.0,0.0,5705.0,46.0,27.0,Fully Paid
19000.0, 36 months,7.26,588.93,A,A4,< 1 year,MORTGAGE,185000.0,Source Verified,debt_consolidation,10.04,700.0,704.0,11.0,0.0,41244.0,50.8,27.0,Charged Off
5600.0, 36 months,11.49,184.64,B,B5,< 1 year,RENT,40000.0,Verified,debt_consolidation,19.89,705.0,709.0,10.0,0.0,6454.0,25.5,14.0,Fully Paid
15000.0, 36 months,6.24,457.97,A,A2,7 years,OWN,180000.0,Not Verified,home_improvement,2.5,780.0,784.0,4.0,0.0,718.0,10.4,6.0,Fully Paid
28000.0, 60 months,16.99,695.73,D,D3,2 years,OWN,125000.0,Not Verified,debt_consolidation,12.02,665.0,669.0,6.0,0.0,26638.0,91.9,18.0,In Grace Period
10000.0, 36 months,13.18,337.81,C,C3,< 1 year,RENT,27969.82,Verified,debt_consolidation,13.19,675.0,679.0,6.0,0.0,11458.0,76.4,6.0,Fully Paid
14000.0, 36 months,15.41,488.14,D,D1,3 years,OWN,100000.0,Verified,moving,7.08,735.0,739.0,6.0,0.0,946.0,16.0,16.0,Fully Paid
12000.0, 36 months,10.99,392.81,B,B4,10+ years,MORTGAGE,50000.0,Not Verified,debt_consolidation,19.76,710.0,714.0,15.0,0.0,2399.0,12.0,31.0,Fully Paid
35000.0, 60 months,9.99,743.48,B,B3,< 1 year,MORTGAGE,200000.0,Verified,credit_card,8.24,690.0,694.0,24.0,0.0,57123.0,44.0,46.0,Current
8000.0, 36 months,10.99,261.88,B,B4,,MORTGAGE,80000.0,Verified,credit_card,7.49,670.0,674.0,4.0,0.0,5597.0,80.0,10.0,Charged Off
21750.0, 60 months,16.99,540.43,D,D3,5 years,RENT,43500.0,Not Verified,credit_card,19.23,660.0,664.0,8.0,0.0,14014.0,64.0,20.0,Charged Off
30000.0, 36 months,11.49,989.14,B,B5,2 years,MORTGAGE,65500.0,Verified,debt_consolidation,11.03,770.0,774.0,11.0,0.0,5532.0,29.1,37.0,Fully Paid
14400.0, 60 months,9.99,305.89,B,B3,10+ years,RENT,58000.0,Source Verified,credit_card,17.57,690.0,694.0,7.0,0.0,16653.0,88.1,11.0,Current
2500.0, 36 months,17.57,89.85,D,D4,10+ years,OWN,36000.0,Source Verified,moving,12.78,660.0,664.0,13.0,0.0,5612.0,69.3,36.0,Charged Off
5000.0, 36 months,12.05,166.2,C,C1,10+ years,MORTGAGE,29000.0,Verified,other,19.58,660.0,664.0,8.0,1.0,6765.0,72.7,16.0,Fully Paid
9000.0, 36 months,12.59,301.48,C,C2,10+ years,MORTGAGE,74400.0,Not Verified,home_improvement,24.08,660.0,664.0,13.0,1.0,9789.0,46.6,48.0,Fully Paid
10000.0, 36 months,10.99,327.34,B,B4,8 years,RENT,41000.0,Not Verified,debt_consolidation,14.23,700.0,704.0,7.0,1.0,3225.0,22.6,7.0,Fully Paid
25000.0, 36 months,16.55,885.73,D,D2,5 years,MORTGAGE,65000.0,Source Verified,major_purchase,3.36,660.0,664.0,11.0,0.0,3974.0,32.8,17.0,Charged Off
5300.0, 36 months,8.18,166.53,B,B1,10+ years,MORTGAGE,53500.0,Source Verified,credit_card,4.73,670.0,674.0,8.0,1.0,8145.0,45.8,17.0,Fully Paid
8000.0, 36 months,8.18,251.36,B,B1,< 1 year,RENT,35000.0,Not Verified,credit_card,17.83,710.0,714.0,7.0,0.0,6477.0,86.4,8.0,Fully Paid
13000.0, 36 months,14.33,446.4,C,C5,2 years,RENT,57800.0,Source Verified,debt_consolidation,10.24,660.0,664.0,7.0,0.0,5738.0,66.7,11.0,Fully Paid
12225.0, 60 months,24.99,358.75,F,F4,1 year,MORTGAGE,36000.0,Source Verified,small_business,28.4,700.0,704.0,4.0,0.0,4227.0,47.0,5.0,Charged Off
4100.0, 36 months,14.33,140.79,C,C5,10+ years,MORTGAGE,72000.0,Source Verified,debt_consolidation,31.96,700.0,704.0,16.0,0.0,28953.0,86.9,19.0,Fully Paid
2550.0, 36 months,15.41,88.91,D,D1,< 1 year,RENT,12000.0,Source Verified,debt_consolidation,4.0,730.0,734.0,3.0,0.0,1005.0,40.2,19.0,Fully Paid
30000.0, 36 months,12.05,997.15,C,C1,3 years,RENT,120000.0,Verified,debt_consolidation,15.19,680.0,684.0,11.0,0.0,35490.0,48.3,11.0,Charged Off
14400.0, 60 months,20.99,389.49,E,E5,10+ years,MORTGAGE,40000.0,Verified,debt_consolidation,26.7,660.0,664.0,17.0,1.0,14941.0,72.5,45.0,Charged Off
4000.0, 36 months,9.99,129.05,B,B3,10+ years,MORTGAGE,117795.0,Source Verified,home_improvement,26.74,670.0,674.0,22.0,0.0,28550.0,84.0,49.0,Charged Off
14400.0, 36 months,10.99,471.37,B,B4,10+ years,MORTGAGE,61051.0,Source Verified,debt_consolidation,10.03,785.0,789.0,14.0,0.0,4892.0,21.9,17.0,Fully Paid
15000.0, 60 months,17.86,379.76,D,D5,4 years,RENT,54080.0,Source Verified,debt_consolidation,3.17,675.0,679.0,8.0,0.0,4997.0,53.7,17.0,Current
2000.0, 36 months,12.59,67.0,C,C2,10+ years,MORTGAGE,56000.0,Verified,debt_consolidation,37.33,675.0,679.0,17.0,0.0,24204.0,43.5,30.0,Fully Paid
30000.0, 36 months,13.18,1013.43,C,C3,2 years,RENT,198300.0,Verified,debt_consolidation,8.24,660.0,664.0,8.0,0.0,18504.0,74.0,20.0,Fully Paid
14275.0, 36 months,12.59,478.17,C,C2,,OWN,34000.0,Verified,debt_consolidation,34.95,705.0,709.0,8.0,0.0,6713.0,46.3,19.0,Fully Paid
5000.0, 36 months,6.24,152.66,A,A2,8 years,MORTGAGE,46000.0,Source Verified,credit_card,6.0,685.0,689.0,8.0,1.0,7634.0,40.8,16.0,Fully Paid
25000.0, 36 months,7.89,782.15,A,A5,8 years,OWN,157500.0,Verified,debt_consolidation,4.08,720.0,724.0,5.0,0.0,8688.0,38.8,12.0,Fully Paid
25000.0, 60 months,11.49,549.69,B,B5,10+ years,MORTGAGE,99900.0,Source Verified,debt_consolidation,15.93,680.0,684.0,12.0,0.0,22528.0,75.3,18.0,Current
30000.0, 36 months,7.89,938.57,A,A5,10+ years,MORTGAGE,117984.0,Verified,credit_card,20.18,680.0,684.0,14.0,2.0,304075.0,94.0,25.0,Fully Paid
8000.0, 36 months,8.18,251.36,B,B1,4 years,RENT,178500.0,Source Verified,credit_card,16.87,670.0,674.0,15.0,0.0,21255.0,68.6,35.0,Fully Paid
24000.0, 60 months,9.17,500.19,B,B2,9 years,RENT,62000.0,Not Verified,debt_consolidation,9.02,725.0,729.0,12.0,1.0,8667.0,29.4,22.0,Fully Paid
17000.0, 36 months,11.49,560.52,B,B5,2 years,RENT,42500.0,Verified,credit_card,13.02,690.0,694.0,3.0,0.0,23517.0,98.4,13.0,Charged Off
24800.0, 60 months,17.57,623.98,D,D4,10+ years,MORTGAGE,78000.0,Not Verified,credit_card,26.97,690.0,694.0,13.0,0.0,33307.0,82.0,18.0,Fully Paid
4075.0, 36 months,11.49,134.36,B,B5,5 years,MORTGAGE,66000.0,Verified,medical,19.62,685.0,689.0,12.0,0.0,19107.0,94.6,21.0,Fully Paid
7000.0, 36 months,11.49,230.8,B,B5,3 years,MORTGAGE,50000.0,Not Verified,credit_card,31.54,660.0,664.0,18.0,0.0,19406.0,70.1,32.0,Fully Paid
10000.0, 36 months,10.99,327.34,B,B4,3 years,RENT,185000.0,Source Verified,debt_consolidation,11.63,720.0,724.0,12.0,0.0,10077.0,28.4,18.0,Fully Paid
24000.0, 60 months,11.49,527.71,B,B5,10+ years,MORTGAGE,75000.0,Verified,debt_consolidation,23.33,740.0,744.0,17.0,0.0,23204.0,46.5,43.0,Current
4500.0, 36 months,12.59,150.74,C,C2,10+ years,MORTGAGE,37000.0,Verified,credit_card,26.14,660.0,664.0,14.0,0.0,13311.0,53.9,26.0,Fully Paid
4175.0, 36 months,13.67,142.03,C,C4,,MORTGAGE,73944.0,Source Verified,debt_consolidation,23.39,715.0,719.0,8.0,0.0,5837.0,47.4,27.0,Fully Paid
10000.0, 36 months,5.32,301.15,A,A1,2 years,RENT,75000.0,Not Verified,debt_consolidation,16.85,785.0,789.0,20.0,0.0,4406.0,11.0,31.0,Fully Paid
7200.0, 36 months,6.24,219.83,A,A2,10+ years,MORTGAGE,60000.0,Source Verified,debt_consolidation,27.7,700.0,704.0,8.0,0.0,7638.0,41.1,11.0,Fully Paid
8000.0, 36 months,11.49,263.78,B,B5,< 1 year,RENT,40000.0,Source Verified,debt_consolidation,5.55,670.0,674.0,9.0,0.0,4677.0,47.7,18.0,Charged Off
7200.0, 36 months,12.05,239.32,C,C1,4 years,RENT,27000.0,Not Verified,debt_consolidation,23.6,720.0,724.0,9.0,0.0,7379.0,59.5,10.0,Fully Paid
14400.0, 36 months,7.26,446.35,A,A4,2 years,RENT,63000.0,Verified,debt_consolidation,17.77,705.0,709.0,11.0,0.0,13939.0,46.3,17.0,Fully Paid
11600.0, 60 months,12.05,258.33,C,C1,< 1 year,RENT,39000.0,Not Verified,credit_card,32.31,665.0,669.0,8.0,0.0,9271.0,46.8,37.0,Current
8500.0, 36 months,9.99,274.24,B,B3,7 years,RENT,85000.0,Source Verified,credit_card,3.42,670.0,674.0,5.0,1.0,7841.0,38.4,18.0,Fully Paid
30000.0, 60 months,20.99,811.44,E,E5,10+ years,MORTGAGE,125000.0,Verified,debt_consolidation,25.42,660.0,664.0,19.0,2.0,9882.0,53.0,30.0,Charged Off
15000.0, 36 months,6.24,457.97,A,A2,9 years,MORTGAGE,90000.0,Not Verified,home_improvement,11.52,780.0,784.0,12.0,0.0,11022.0,28.1,19.0,Fully Paid
3000.0, 36 months,10.99,98.21,B,B4,10+ years,OWN,52000.0,Verified,debt_consolidation,25.69,680.0,684.0,22.0,0.0,17922.0,36.3,30.0,Charged Off
28000.0, 60 months,11.49,615.66,B,B5,7 years,MORTGAGE,128600.0,Not Verified,debt_consolidation,21.15,730.0,734.0,13.0,0.0,50143.0,71.9,36.0,Charged Off
28000.0, 60 months,13.67,646.74,C,C4,10+ years,MORTGAGE,105000.0,Source Verified,debt_consolidation,16.77,690.0,694.0,10.0,0.0,15472.0,90.0,20.0,Current
16000.0, 36 months,13.18,540.5,C,C3,10+ years,OWN,93600.0,Source Verified,credit_card,29.32,670.0,674.0,15.0,0.0,15990.0,51.1,45.0,Fully Paid
20000.0, 36 months,7.89,625.72,A,A5,3 years,MORTGAGE,86700.0,Not Verified,home_improvement,25.98,730.0,734.0,13.0,0.0,18331.0,30.9,27.0,Fully Paid
3200.0, 36 months,18.2,116.01,E,E1,8 years,MORTGAGE,32000.0,Source Verified,debt_consolidation,36.61,680.0,684.0,8.0,1.0,14785.0,83.5,11.0,Fully Paid
25000.0, 36 months,6.24,763.28,A,A2,10+ years,MORTGAGE,120000.0,Verified,debt_consolidation,13.02,685.0,689.0,11.0,0.0,109400.0,91.0,19.0,Fully Paid
30000.0, 60 months,12.05,668.1,C,C1,3 years,OWN,110000.0,Source Verified,debt_consolidation,13.49,705.0,709.0,10.0,0.0,38280.0,63.6,23.0,Current
2275.0, 36 months,19.99,84.54,E,E4,< 1 year,RENT,25000.0,Verified,other,24.15,745.0,749.0,11.0,0.0,1079.0,12.8,12.0,Fully Paid
5750.0, 36 months,13.18,194.24,C,C3,7 years,MORTGAGE,50500.0,Source Verified,debt_consolidation,33.41,675.0,679.0,6.0,0.0,3395.0,84.9,13.0,Fully Paid
25000.0, 36 months,13.18,844.52,C,C3,6 years,MORTGAGE,72000.0,Not Verified,debt_consolidation,17.7,740.0,744.0,30.0,0.0,30701.0,23.9,53.0,Fully Paid
15000.0, 36 months,6.24,457.97,A,A2,10+ years,MORTGAGE,70000.0,Not Verified,home_improvement,14.26,825.0,829.0,5.0,0.0,45086.0,24.0,16.0,Fully Paid
10000.0, 36 months,10.99,327.34,B,B4,10+ years,RENT,43000.0,Verified,debt_consolidation,8.76,660.0,664.0,7.0,0.0,8419.0,60.1,11.0,Fully Paid
12000.0, 60 months,10.99,260.85,B,B4,< 1 year,MORTGAGE,50000.0,Not Verified,debt_consolidation,21.78,705.0,709.0,14.0,0.0,16545.0,34.9,35.0,Current
16200.0, 60 months,18.49,415.71,E,E2,6 years,MORTGAGE,60000.0,Source Verified,credit_card,25.42,665.0,669.0,11.0,0.0,15235.0,71.0,14.0,Current
9000.0, 36 months,14.33,309.05,C,C5,10+ years,RENT,45000.0,Source Verified,debt_consolidation,20.43,670.0,674.0,10.0,1.0,4425.0,49.7,15.0,Charged Off
15000.0, 36 months,9.17,478.19,B,B2,< 1 year,MORTGAGE,74880.0,Not Verified,debt_consolidation,22.42,695.0,699.0,12.0,0.0,7851.0,39.0,18.0,Charged Off
6000.0, 36 months,12.05,199.43,C,C1,5 years,RENT,20300.0,Verified,credit_card,32.47,665.0,669.0,8.0,0.0,7287.0,93.4,11.0,Charged Off
17000.0, 36 months,6.89,524.06,A,A3,10+ years,MORTGAGE,60000.0,Verified,credit_card,17.28,695.0,699.0,9.0,0.0,18690.0,69.0,17.0,Fully Paid
19200.0, 60 months,17.86,486.1,D,D5,10+ years,MORTGAGE,58000.0,Not Verified,credit_card,23.38,705.0,709.0,12.0,0.0,18106.0,61.6,24.0,Charged Off
10175.0, 36 months,5.32,306.42,A,A1,6 years,MORTGAGE,60000.0,Not Verified,credit_card,10.96,770.0,774.0,14.0,0.0,10287.0,20.7,24.0,Fully Paid
8000.0, 36 months,11.49,263.78,B,B5,10+ years,RENT,61000.0,Verified,debt_consolidation,30.63,700.0,704.0,25.0,1.0,24727.0,35.5,32.0,Fully Paid
11000.0, 60 months,17.86,278.5,D,D5,4 years,MORTGAGE,55000.0,Source Verified,debt_consolidation,15.25,720.0,724.0,6.0,0.0,29282.0,90.1,10.0,Current
6800.0, 36 months,13.18,229.71,C,C3,,OWN,20000.0,Source Verified,other,4.68,720.0,724.0,12.0,0.0,2147.0,6.6,18.0,Fully Paid
1200.0, 36 months,10.99,39.29,B,B4,8 years,RENT,47000.0,Verified,other,19.29,675.0,679.0,8.0,1.0,5585.0,34.3,25.0,Fully Paid
6925.0, 36 months,14.33,237.8,C,C5,9 years,RENT,48000.0,Source Verified,debt_consolidation,7.55,665.0,669.0,6.0,4.0,2445.0,76.4,11.0,Fully Paid
10000.0, 36 months,8.18,314.2,B,B1,10+ years,MORTGAGE,56634.0,Not Verified,debt_consolidation,31.07,740.0,744.0,8.0,0.0,14651.0,94.5,22.0,Fully Paid
15000.0, 36 months,11.49,494.57,B,B5,1 year,RENT,53369.0,Source Verified,debt_consolidation,33.37,690.0,694.0,12.0,0.0,21083.0,67.4,16.0,Fully Paid
28500.0, 36 months,7.89,891.65,A,A5,10+ years,MORTGAGE,90000.0,Verified,debt_consolidation,12.44,700.0,704.0,9.0,0.0,22955.0,74.0,24.0,Fully Paid
35000.0, 36 months,9.17,1115.77,B,B2,< 1 year,MORTGAGE,85000.0,Source Verified,credit_card,28.26,695.0,699.0,32.0,2.0,96293.0,47.6,49.0,Fully Paid
3000.0, 36 months,12.59,100.5,C,C2,8 years,MORTGAGE,55000.0,Verified,vacation,4.93,660.0,664.0,8.0,0.0,4099.0,50.0,18.0,Charged Off
8000.0, 36 months,12.59,267.98,C,C2,5 years,MORTGAGE,70000.0,Source Verified,small_business,6.5,670.0,674.0,10.0,2.0,3119.0,74.3,27.0,Fully Paid
12000.0, 60 months,12.05,267.24,C,C1,10+ years,MORTGAGE,78000.0,Not Verified,debt_consolidation,16.55,675.0,679.0,7.0,1.0,1249.0,39.0,23.0,Fully Paid
4200.0, 36 months,10.99,137.49,B,B4,10+ years,MORTGAGE,25000.0,Verified,medical,27.36,675.0,679.0,10.0,1.0,5002.0,52.7,23.0,Fully Paid
11550.0, 36 months,18.99,423.32,E,E3,2 years,MORTGAGE,113300.0,Verified,home_improvement,29.65,670.0,674.0,15.0,0.0,7250.0,41.7,23.0,Fully Paid
12000.0, 36 months,9.99,387.15,B,B3,4 years,RENT,50000.0,Not Verified,credit_card,28.77,695.0,699.0,4.0,0.0,14818.0,65.9,8.0,Fully Paid
25000.0, 36 months,12.05,830.96,C,C1,2 years,RENT,88400.0,Not Verified,debt_consolidation,16.4,695.0,699.0,11.0,0.0,9932.0,35.9,13.0,Fully Paid
17800.0, 60 months,20.99,481.45,E,E5,4 years,RENT,80000.0,Verified,debt_consolidation,28.76,660.0,664.0,13.0,0.0,32082.0,109.9,21.0,Charged Off
28125.0, 60 months,25.99,841.91,F,F5,10+ years,MORTGAGE,85000.0,Source Verified,debt_consolidation,22.0,660.0,664.0,9.0,1.0,4391.0,54.2,23.0,Charged Off
15000.0, 36 months,7.89,469.29,A,A5,6 years,RENT,90000.0,Source Verified,debt_consolidation,23.47,685.0,689.0,16.0,0.0,26660.0,69.8,38.0,Fully Paid
35000.0, 36 months,8.18,1099.69,B,B1,< 1 year,RENT,125000.0,Source Verified,credit_card,12.82,720.0,724.0,8.0,0.0,48216.0,41.4,25.0,Fully Paid
5600.0, 36 months,9.99,180.67,B,B3,10+ years,MORTGAGE,64000.0,Source Verified,debt_consolidation,16.07,665.0,669.0,9.0,2.0,5269.0,63.5,13.0,Fully Paid
6000.0, 36 months,7.89,187.72,A,A5,4 years,RENT,110000.0,Source Verified,other,10.32,680.0,684.0,3.0,0.0,46645.0,100.3,6.0,Fully Paid
25000.0, 60 months,10.99,543.44,B,B4,3 years,OWN,75000.0,Not Verified,debt_consolidation,15.26,695.0,699.0,14.0,0.0,31923.0,46.5,29.0,Fully Paid
10000.0, 36 months,14.33,343.39,C,C5,10+ years,RENT,40800.0,Verified,other,38.82,705.0,709.0,5.0,0.0,2309.0,25.7,30.0,Fully Paid
16000.0, 60 months,13.67,369.57,C,C4,,MORTGAGE,45000.0,Verified,credit_card,10.93,700.0,704.0,7.0,0.0,15386.0,66.0,30.0,Current
23000.0, 60 months,17.57,578.69,D,D4,9 years,RENT,55000.0,Source Verified,credit_card,29.06,670.0,674.0,7.0,0.0,5357.0,63.8,23.0,Current
23000.0, 60 months,11.49,505.72,B,B5,10+ years,MORTGAGE,135200.0,Verified,debt_consolidation,19.28,685.0,689.0,10.0,0.0,9137.0,78.1,30.0,Current
24000.0, 60 months,13.18,548.29,C,C3,10+ years,MORTGAGE,59000.0,Verified,home_improvement,26.65,670.0,674.0,13.0,0.0,15339.0,47.5,37.0,Current
14000.0, 60 months,13.67,323.37,C,C4,7 years,MORTGAGE,90000.0,Verified,credit_card,26.92,700.0,704.0,11.0,0.0,48926.0,94.0,33.0,Fully Paid
20000.0, 36 months,7.26,619.93,A,A4,4 years,MORTGAGE,51000.0,Verified,debt_consolidation,24.54,755.0,759.0,13.0,0.0,7020.0,22.6,16.0,Fully Paid
28000.0, 60 months,12.59,631.23,C,C2,10+ years,RENT,205000.0,Source Verified,credit_card,20.25,690.0,694.0,11.0,0.0,22754.0,61.2,22.0,Late (31-120 days)
13000.0, 36 months,8.18,408.46,B,B1,4 years,RENT,62000.0,Not Verified,credit_card,12.66,665.0,669.0,8.0,1.0,8816.0,47.4,24.0,Charged Off
10000.0, 36 months,8.18,314.2,B,B1,7 years,RENT,50000.0,Source Verified,debt_consolidation,28.44,715.0,719.0,9.0,1.0,6999.0,32.0,14.0,Fully Paid
17400.0, 36 months,13.18,587.79,C,C3,5 years,RENT,60000.0,Verified,debt_consolidation,17.5,685.0,689.0,5.0,0.0,27427.0,101.0,8.0,Fully Paid
24000.0, 60 months,12.05,534.48,C,C1,10+ years,RENT,56000.0,Verified,debt_consolidation,17.34,695.0,699.0,14.0,1.0,26543.0,51.0,30.0,Current
20000.0, 60 months,16.99,496.95,D,D3,5 years,MORTGAGE,63000.0,Source Verified,debt_consolidation,25.39,675.0,679.0,14.0,0.0,19761.0,82.7,48.0,Fully Paid
5000.0, 36 months,10.99,163.67,B,B4,2 years,RENT,30000.0,Verified,debt_consolidation,17.16,670.0,674.0,7.0,0.0,3307.0,71.9,17.0,Fully Paid
7000.0, 36 months,8.18,219.94,B,B1,,OWN,24000.0,Not Verified,debt_consolidation,10.85,660.0,664.0,7.0,1.0,5332.0,29.1,46.0,Fully Paid
35000.0, 36 months,7.26,1084.87,A,A4,1 year,MORTGAGE,250000.0,Source Verified,credit_card,18.81,690.0,694.0,19.0,0.0,77521.0,64.4,45.0,Fully Paid
35000.0, 36 months,16.55,1240.03,D,D2,10+ years,RENT,79000.0,Verified,debt_consolidation,20.95,710.0,714.0,9.0,0.0,41775.0,98.3,21.0,Fully Paid
20000.0, 60 months,17.86,506.35,D,D5,10+ years,MORTGAGE,90000.0,Not Verified,debt_consolidation,18.33,685.0,689.0,20.0,0.0,35578.0,49.8,41.0,Charged Off
1500.0, 36 months,8.18,47.13,B,B1,10+ years,MORTGAGE,65000.0,Source Verified,credit_card,26.55,685.0,689.0,13.0,0.0,2634.0,54.9,42.0,Fully Paid
6500.0, 36 months,14.33,223.2,C,C5,5 years,RENT,75000.0,Source Verified,credit_card,11.32,675.0,679.0,12.0,0.0,5230.0,21.6,23.0,Fully Paid
9000.0, 36 months,13.67,306.16,C,C4,4 years,RENT,43000.0,Not Verified,debt_consolidation,21.43,665.0,669.0,7.0,1.0,4127.0,53.0,16.0,Charged Off
10400.0, 36 months,8.18,326.77,B,B1,3 years,RENT,70000.0,Source Verified,debt_consolidation,18.81,675.0,679.0,12.0,0.0,13086.0,67.1,21.0,Fully Paid
22525.0, 36 months,16.55,798.05,D,D2,10+ years,OWN,53642.0,Verified,credit_card,26.76,690.0,694.0,11.0,0.0,21922.0,96.1,12.0,Fully Paid
13525.0, 36 months,13.67,460.09,C,C4,10+ years,RENT,62000.0,Source Verified,credit_card,30.72,665.0,669.0,14.0,1.0,8823.0,60.4,29.0,Charged Off
25000.0, 60 months,9.17,521.03,B,B2,6 years,MORTGAGE,153000.0,Source Verified,debt_consolidation,14.84,775.0,779.0,22.0,0.0,26407.0,20.0,37.0,Fully Paid
24000.0, 36 months,6.24,732.74,A,A2,6 years,MORTGAGE,64000.0,Not Verified,credit_card,15.66,775.0,779.0,9.0,0.0,19090.0,35.4,14.0,Fully Paid
12000.0, 36 months,7.26,371.96,A,A4,3 years,RENT,42300.0,Not Verified,credit_card,33.84,720.0,724.0,34.0,0.0,22004.0,38.1,62.0,Fully Paid
22425.0, 60 months,13.67,517.97,C,C4,10+ years,RENT,51000.0,Source Verified,debt_consolidation,2.8,705.0,709.0,8.0,0.0,2820.0,12.9,21.0,Current
22225.0, 60 months,14.33,520.95,C,C5,1 year,MORTGAGE,80000.0,Not Verified,debt_consolidation,16.41,720.0,724.0,6.0,0.0,18244.0,80.7,15.0,Current
12000.0, 36 months,9.99,387.15,B,B3,6 years,MORTGAGE,70000.0,Source Verified,debt_consolidation,5.42,680.0,684.0,9.0,0.0,9487.0,49.9,13.0,Fully Paid
3000.0, 36 months,10.99,98.21,B,B4,4 years,RENT,18000.0,Source Verified,car,2.07,745.0,749.0,5.0,0.0,1281.0,14.9,5.0,Fully Paid
27000.0, 36 months,17.57,970.31,D,D4,5 years,MORTGAGE,96000.0,Source Verified,debt_consolidation,19.65,685.0,689.0,23.0,0.0,27227.0,59.4,37.0,Fully Paid
9000.0, 36 months,11.49,296.75,B,B5,< 1 year,RENT,110000.0,Source Verified,credit_card,16.2,675.0,679.0,9.0,0.0,12945.0,84.1,25.0,Fully Paid
5600.0, 36 months,13.67,190.5,C,C4,,MORTGAGE,27157.0,Verified,debt_consolidation,33.19,695.0,699.0,6.0,0.0,14910.0,82.4,13.0,Fully Paid
10200.0, 60 months,13.18,233.03,C,C3,10+ years,MORTGAGE,29900.0,Source Verified,credit_card,26.29,675.0,679.0,9.0,0.0,22803.0,89.4,17.0,Current
20000.0, 36 months,8.18,628.39,B,B1,10+ years,MORTGAGE,96000.0,Verified,debt_consolidation,10.43,705.0,709.0,6.0,0.0,16554.0,69.0,14.0,Fully Paid
20000.0, 60 months,17.86,506.35,D,D5,10+ years,RENT,94000.0,Verified,credit_card,8.97,700.0,704.0,11.0,1.0,3192.0,24.6,16.0,Charged Off
31675.0, 36 months,17.86,1142.91,D,D5,10+ years,OWN,72000.0,Verified,debt_consolidation,8.6,670.0,674.0,9.0,0.0,18662.0,91.0,33.0,Fully Paid
12000.0, 60 months,12.59,270.53,C,C2,2 years,MORTGAGE,70000.0,Source Verified,debt_consolidation,38.16,685.0,689.0,26.0,0.0,38116.0,53.7,35.0,Fully Paid
20000.0, 36 months,9.99,645.25,B,B3,10+ years,RENT,75000.0,Source Verified,credit_card,18.94,675.0,679.0,14.0,0.0,13210.0,44.3,21.0,Fully Paid
3000.0, 36 months,9.17,95.64,B,B2,5 years,RENT,40000.0,Not Verified,debt_consolidation,24.45,675.0,679.0,5.0,0.0,2787.0,64.0,13.0,Fully Paid
4800.0, 36 months,7.89,150.18,A,A5,7 years,MORTGAGE,46000.0,Not Verified,credit_card,13.57,725.0,729.0,3.0,0.0,9860.0,89.6,18.0,Fully Paid
32000.0, 36 months,14.33,1098.83,C,C5,10+ years,MORTGAGE,108000.0,Verified,debt_consolidation,20.37,670.0,674.0,10.0,0.0,4906.0,34.3,28.0,Charged Off
5000.0, 36 months,8.18,157.1,B,B1,7 years,MORTGAGE,38000.0,Source Verified,debt_consolidation,9.32,695.0,699.0,9.0,0.0,5474.0,28.1,15.0,Fully Paid
5000.0, 36 months,9.17,159.4,B,B2,10+ years,MORTGAGE,58000.0,Source Verified,medical,35.01,725.0,729.0,19.0,0.0,14895.0,27.7,22.0,Fully Paid
21000.0, 60 months,14.33,492.24,C,C5,< 1 year,RENT,100000.0,Source Verified,debt_consolidation,4.1,660.0,664.0,4.0,0.0,998.0,17.5,15.0,Charged Off
14400.0, 60 months,11.49,316.63,B,B5,10+ years,MORTGAGE,52000.0,Not Verified,credit_card,30.75,710.0,714.0,18.0,0.0,26404.0,59.9,33.0,Fully Paid
18000.0, 36 months,12.05,598.29,C,C1,6 years,MORTGAGE,52000.0,Source Verified,debt_consolidation,20.12,665.0,669.0,15.0,1.0,9251.0,65.1,30.0,Charged Off
